file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,202,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,17
style.css,203,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,40
style.css,204,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,32
style.css,205,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,0
style.css,206,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,0
style.css,207,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,18
style.css,208,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,13
style.css,209,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,37
style.css,210,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,18
style.css,211,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,0
style.css,212,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,0
style.css,213,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,18
style.css,214,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,11
style.css,215,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,26
style.css,216,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,0
style.css,217,css,e9d3ec3d,saanvi-ranadive,2025-04-26,23:15:05,-07:00,2025-04-26T23:15:05-07:00,0,0
